"","e","entityYearsVector.i.","OneYear","ThreeYear","FiveYear"
"536","A00014397",2017,FALSE,FALSE,TRUE
"537","A00014399",2016,FALSE,FALSE,TRUE
"538","A00014400",2023,TRUE,TRUE,TRUE
"539","A00018565",2023,TRUE,TRUE,TRUE
"540","A00014401",2023,TRUE,TRUE,TRUE
"541","A00507895",2023,TRUE,TRUE,TRUE
"542","A00014405",2002,FALSE,FALSE,FALSE
"543","A00014406",2023,TRUE,TRUE,TRUE
"544","A00494792",2023,TRUE,TRUE,TRUE
"545","A00014407",2023,TRUE,TRUE,TRUE
"546","A00014408",2014,TRUE,TRUE,TRUE
"547","A00014572",2012,TRUE,TRUE,TRUE
"548","A00371996",2011,TRUE,TRUE,TRUE
"549","A00014574",2014,FALSE,FALSE,TRUE
"550","A00014575",2018,TRUE,TRUE,TRUE
"551","A00056361",2018,TRUE,TRUE,TRUE
"552","A00014576",2011,FALSE,FALSE,FALSE
"553","A00014577",2008,FALSE,FALSE,FALSE
"554","A00014578",2005,FALSE,FALSE,FALSE
"555","A00014579",2018,TRUE,TRUE,TRUE
"556","A00051243",2018,TRUE,TRUE,TRUE
"557","A00014582",2019,FALSE,FALSE,FALSE
"558","A00014586",2007,FALSE,FALSE,FALSE
"559","A00014588",2008,TRUE,TRUE,TRUE
"560","A00103046",2008,TRUE,TRUE,TRUE
"561","A00089189",2009,TRUE,TRUE,TRUE
"562","A00014592",2012,FALSE,TRUE,TRUE
"563","A00017458",2012,FALSE,TRUE,TRUE
"564","A00014594",2015,FALSE,FALSE,FALSE
"565","A00014595",2015,FALSE,FALSE,FALSE
"566","A00014598",2021,TRUE,TRUE,TRUE
"567","A00014600",2012,TRUE,TRUE,TRUE
"568","A00014601",2003,FALSE,FALSE,FALSE
"569","A00014602",2006,FALSE,FALSE,FALSE
"570","A00014603",2003,FALSE,FALSE,FALSE
"571","A00014606",2021,FALSE,TRUE,TRUE
"572","A00066175",2021,FALSE,TRUE,TRUE
"573","A00014607",2022,FALSE,FALSE,FALSE
"574","A00501555",2022,FALSE,FALSE,FALSE
"575","A00014609",2020,FALSE,FALSE,FALSE
"576","A00014611",2022,TRUE,TRUE,TRUE
"577","A00318574",2022,TRUE,TRUE,TRUE
"578","A00216863",2018,FALSE,FALSE,TRUE
"579","A00204182",2019,FALSE,FALSE,FALSE
"580","A00227864",2018,FALSE,FALSE,FALSE
"581","A00014615",2009,FALSE,FALSE,TRUE
"582","A00017118",2009,FALSE,FALSE,TRUE
"583","A00014616",2023,TRUE,TRUE,TRUE
"584","A00026073",2023,TRUE,TRUE,TRUE
"585","A00014620",2008,FALSE,FALSE,FALSE
"586","A00100429",2008,FALSE,FALSE,FALSE
"587","A00014779",2006,FALSE,FALSE,FALSE
"588","A00014781",2021,FALSE,TRUE,TRUE
"589","A00014782",2023,TRUE,TRUE,TRUE
"590","A00014783",2018,TRUE,TRUE,TRUE
"591","A00437113",2018,TRUE,TRUE,TRUE
"592","A00014784",2013,FALSE,TRUE,TRUE
"593","A00014785",2019,TRUE,TRUE,TRUE
"594","A00014787",2011,FALSE,TRUE,TRUE
"595","A00014788",2002,FALSE,FALSE,FALSE
"596","A00013021",2002,FALSE,FALSE,FALSE
"597","A00014789",2018,FALSE,FALSE,FALSE
"598","A00059409",2018,FALSE,FALSE,FALSE
"599","A00014790",2003,FALSE,FALSE,FALSE
"600","A00014792",2009,TRUE,TRUE,TRUE
"601","A00014805",2005,FALSE,FALSE,FALSE
"602","A00014807",2014,TRUE,TRUE,TRUE
"603","A00027130",2014,TRUE,TRUE,TRUE
"604","A00014808",2019,FALSE,FALSE,FALSE
"605","A00216865",2015,FALSE,FALSE,TRUE
"606","A00260683",2011,TRUE,TRUE,TRUE
"607","A00014809",2003,FALSE,FALSE,FALSE
"608","A00020757",2003,FALSE,FALSE,FALSE
"609","A00014810",2019,FALSE,TRUE,TRUE
"610","A00068096",2019,FALSE,TRUE,TRUE
"611","A00230919",2008,TRUE,TRUE,TRUE
"612","A00198212",2007,TRUE,TRUE,TRUE
"613","A00070123",2007,TRUE,TRUE,TRUE
"614","A00014815",2021,FALSE,FALSE,FALSE
"615","A00014820",2005,TRUE,TRUE,TRUE
"616","A00010341",2005,TRUE,TRUE,TRUE
"617","A00014826",2011,TRUE,TRUE,TRUE
"618","A00265827",2010,TRUE,TRUE,TRUE
"619","A00014827",2022,TRUE,TRUE,TRUE
"620","A00014829",2018,TRUE,TRUE,TRUE
"621","A00066368",2018,TRUE,TRUE,TRUE
"622","A00089192",2011,FALSE,FALSE,FALSE
"623","A00014988",2006,TRUE,TRUE,TRUE
"624","A00014990",2010,TRUE,TRUE,TRUE
"625","A00014991",2022,TRUE,TRUE,TRUE
"626","A00085396",2008,FALSE,FALSE,FALSE
"627","A00085225",2008,FALSE,FALSE,FALSE
"628","A00085141",2015,TRUE,TRUE,TRUE
"629","A00014996",2016,TRUE,TRUE,TRUE
"630","A00014998",2009,TRUE,TRUE,TRUE
"631","A00081626",2005,TRUE,TRUE,TRUE
"632","A00015000",2004,TRUE,TRUE,TRUE
"633","A00015005",2015,FALSE,FALSE,FALSE
"634","A00015006",2022,FALSE,TRUE,TRUE
"635","A00075178",2022,FALSE,TRUE,TRUE
"636","A00015007",2011,TRUE,TRUE,TRUE
"637","A00036500",2011,TRUE,TRUE,TRUE
"638","A00015008",2017,FALSE,FALSE,FALSE
"639","A00201789",2009,FALSE,FALSE,TRUE
"640","A00216867",2009,FALSE,FALSE,FALSE
"641","A00015017",2022,FALSE,TRUE,TRUE
"642","A00016035",2022,FALSE,TRUE,TRUE
"643","A00216868",2008,FALSE,FALSE,FALSE
"644","A00015020",2004,FALSE,FALSE,FALSE
"645","A00015022",2013,TRUE,TRUE,TRUE
"646","A00087290",2013,TRUE,TRUE,TRUE
"647","A00227866",2015,FALSE,FALSE,FALSE
"648","A00015025",2019,FALSE,FALSE,TRUE
"649","A00015026",2009,FALSE,FALSE,FALSE
"650","A00015035",2021,TRUE,TRUE,TRUE
"651","A00015036",2017,FALSE,TRUE,TRUE
"652","A00072238",2017,FALSE,TRUE,TRUE
"653","A00015193",2010,FALSE,FALSE,FALSE
"654","A00015197",2023,TRUE,TRUE,TRUE
"655","A00414651",2023,TRUE,TRUE,TRUE
"656","A00089194",2020,TRUE,TRUE,TRUE
"657","A00032083",2020,TRUE,TRUE,TRUE
"658","A00015209",2022,TRUE,TRUE,TRUE
"659","A00201691",2021,FALSE,TRUE,TRUE
"660","A00015217",2020,FALSE,TRUE,TRUE
"661","A00015218",2012,FALSE,FALSE,FALSE
"662","A00015221",2021,FALSE,FALSE,FALSE
"663","A00015223",2018,TRUE,TRUE,TRUE
"664","A00015225",2006,TRUE,TRUE,TRUE
"665","A00015229",2005,TRUE,TRUE,TRUE
"666","A00015231",2021,FALSE,FALSE,FALSE
"667","A00015238",2023,FALSE,FALSE,FALSE
"668","A00087573",2006,FALSE,FALSE,FALSE
"669","A00089197",2015,FALSE,TRUE,TRUE
"670","A00068706",2015,FALSE,TRUE,TRUE
"671","A00015242",2014,TRUE,TRUE,TRUE
"672","A00418195",2014,TRUE,TRUE,TRUE
"673","A00015243",2010,TRUE,TRUE,TRUE
"674","A00015245",2005,FALSE,FALSE,FALSE
"675","A00015403",2003,FALSE,FALSE,FALSE
"676","A00015404",2008,FALSE,FALSE,FALSE
"677","A00015406",2012,FALSE,TRUE,TRUE
"678","A00201869",2017,TRUE,TRUE,TRUE
"679","A00090318",2017,TRUE,TRUE,TRUE
"680","A00201870",2020,FALSE,FALSE,TRUE
"681","A00015409",2005,TRUE,TRUE,TRUE
"682","A00015410",2023,TRUE,TRUE,TRUE
"683","A00015415",2022,FALSE,TRUE,TRUE
"684","A00015416",2021,TRUE,TRUE,TRUE
"685","A00015417",2004,FALSE,FALSE,FALSE
"686","A00015420",2022,TRUE,TRUE,TRUE
"687","A00525937",2020,TRUE,TRUE,TRUE
"688","A00015427",2023,TRUE,TRUE,TRUE
"689","A00507900",2023,TRUE,TRUE,TRUE
"690","A00015435",2003,TRUE,TRUE,TRUE
"691","A00015439",2013,TRUE,TRUE,TRUE
"692","A00015440",2016,TRUE,TRUE,TRUE
"693","A00061981",2016,TRUE,TRUE,TRUE
"694","A00015441",2023,TRUE,TRUE,TRUE
"695","A00015445",2022,TRUE,TRUE,TRUE
"696","A00243054",2021,FALSE,TRUE,TRUE
"697","A00206116",2023,TRUE,TRUE,TRUE
"698","A00015452",2020,TRUE,TRUE,TRUE
"699","A00015453",2018,FALSE,FALSE,TRUE
"700","A00015454",2018,FALSE,FALSE,FALSE
"701","A00015618",2012,FALSE,FALSE,FALSE
"702","A00084472",2007,FALSE,TRUE,TRUE
"703","A00015620",2009,TRUE,TRUE,TRUE
"704","A00015624",2013,TRUE,TRUE,TRUE
"705","A00201871",2019,TRUE,TRUE,TRUE
"706","A00211544",2019,TRUE,TRUE,TRUE
"707","A00015626",2008,TRUE,TRUE,TRUE
"708","A00015629",2014,TRUE,TRUE,TRUE
"709","A00015630",2004,FALSE,FALSE,FALSE
"710","A00015631",2007,FALSE,TRUE,TRUE
"711","A00015633",2011,FALSE,TRUE,TRUE
"712","A00015636",2012,TRUE,TRUE,TRUE
"713","A00015640",2020,FALSE,FALSE,FALSE
"714","A00015645",2018,TRUE,TRUE,TRUE
"715","A00084335",2018,TRUE,TRUE,TRUE
"716","A00015647",2019,FALSE,FALSE,FALSE
"717","A00015648",2012,TRUE,TRUE,TRUE
"718","A00015650",2011,FALSE,TRUE,TRUE
"719","A00015651",2006,FALSE,FALSE,FALSE
"720","A00015658",2005,FALSE,FALSE,FALSE
"721","A00015659",2015,TRUE,TRUE,TRUE
"722","A00015892",2015,TRUE,TRUE,TRUE
"723","A00015661",2013,FALSE,FALSE,FALSE
"724","A00015662",2003,FALSE,FALSE,FALSE
"725","A00015663",2012,TRUE,TRUE,TRUE
"726","A00060010",2012,TRUE,TRUE,TRUE
"727","A00015664",2003,FALSE,FALSE,FALSE
"728","A00015823",2023,FALSE,FALSE,FALSE
"729","A00015824",2014,TRUE,TRUE,TRUE
"730","A00015830",2004,FALSE,TRUE,TRUE
"731","A00086037",2004,FALSE,TRUE,TRUE
"732","A00089753",2011,FALSE,FALSE,FALSE
"733","A00015832",2018,FALSE,FALSE,TRUE
"734","A00085519",2018,FALSE,FALSE,TRUE
"735","A00015834",2022,FALSE,FALSE,FALSE
"736","A00014416",2022,FALSE,FALSE,FALSE
"737","A00015835",2008,FALSE,FALSE,FALSE
"738","A00089201",2016,FALSE,FALSE,FALSE
"739","A00015840",2004,FALSE,FALSE,FALSE
"740","A00015841",2012,FALSE,TRUE,TRUE
"741","A00087236",2018,FALSE,FALSE,FALSE
"742","A00033341",2018,FALSE,FALSE,FALSE
"743","A00015850",2022,TRUE,TRUE,TRUE
"744","A00015853",2013,FALSE,FALSE,FALSE
"745","A00015856",2022,TRUE,TRUE,TRUE
"746","A00015861",2018,TRUE,TRUE,TRUE
"747","A00015862",2012,FALSE,FALSE,TRUE
"748","A00015863",2018,FALSE,TRUE,TRUE
"749","A00512251",2018,FALSE,TRUE,TRUE
"750","A00015864",2016,FALSE,TRUE,TRUE
"751","A00015870",2022,TRUE,TRUE,TRUE
"752","A00015872",2006,FALSE,TRUE,TRUE
"753","A00502186",2006,FALSE,TRUE,TRUE
"754","A00016031",2017,FALSE,FALSE,FALSE
"755","A00016032",2016,TRUE,TRUE,TRUE
"756","A00020098",2016,TRUE,TRUE,TRUE
"757","A00016033",2005,TRUE,TRUE,TRUE
"758","A00063869",2005,TRUE,TRUE,TRUE
"759","A00016034",2014,FALSE,FALSE,TRUE
"760","A00084127",2012,TRUE,TRUE,TRUE
"761","A00016036",2005,TRUE,TRUE,TRUE
"762","A00070772",2005,TRUE,TRUE,TRUE
"763","A00016037",2019,FALSE,TRUE,TRUE
"764","A00042145",2019,FALSE,TRUE,TRUE
"765","A00016038",2017,FALSE,FALSE,FALSE
"766","A00210945",2017,FALSE,FALSE,FALSE
"767","A00016042",2021,FALSE,FALSE,FALSE
"768","A00016044",2015,TRUE,TRUE,TRUE
"769","A00016048",2011,TRUE,TRUE,TRUE
"770","A00037759",2011,TRUE,TRUE,TRUE
"771","A00016051",2012,FALSE,FALSE,FALSE
"772","A00016054",2011,TRUE,TRUE,TRUE
"773","A00040701",2011,TRUE,TRUE,TRUE
"774","A00016055",2022,TRUE,TRUE,TRUE
"775","A00358397",2022,TRUE,TRUE,TRUE
"776","A00016056",2004,FALSE,FALSE,FALSE
"777","A00016063",2019,TRUE,TRUE,TRUE
"778","A00089204",2008,FALSE,FALSE,FALSE
"779","A00217497",2011,FALSE,FALSE,FALSE
"780","A00016066",2022,TRUE,TRUE,TRUE
"781","A00266019",2014,TRUE,TRUE,TRUE
"782","A00016073",2022,TRUE,TRUE,TRUE
"783","A00509719",2022,TRUE,TRUE,TRUE
"784","A00016074",2013,FALSE,FALSE,FALSE
"785","A00085340",2012,FALSE,FALSE,FALSE
"786","A00059323",2012,FALSE,FALSE,FALSE
"787","A00206117",2014,TRUE,TRUE,TRUE
"788","A00016238",2008,TRUE,TRUE,TRUE
"789","A00016239",2008,FALSE,FALSE,FALSE
"790","A00089205",2018,FALSE,FALSE,FALSE
"791","A00016240",2018,FALSE,FALSE,FALSE
"792","A00016242",2006,FALSE,FALSE,FALSE
"793","A00016243",2014,FALSE,FALSE,TRUE
"794","A00016245",2005,TRUE,TRUE,TRUE
"795","A00353266",2005,TRUE,TRUE,TRUE
"796","A00016251",2012,TRUE,TRUE,TRUE
"797","A00016253",2003,FALSE,FALSE,FALSE
"798","A00015038",2003,FALSE,FALSE,FALSE
"799","A00016256",2022,FALSE,TRUE,TRUE
"800","A00016257",2023,FALSE,TRUE,TRUE
"801","A00016262",2022,FALSE,TRUE,TRUE
"802","A00016264",2017,FALSE,FALSE,FALSE
"803","A00016265",2006,FALSE,FALSE,FALSE
"804","A00204183",2012,FALSE,TRUE,TRUE
"805","A00016277",2010,TRUE,TRUE,TRUE
"806","A00081627",2005,FALSE,FALSE,FALSE
"807","A00016280",2005,TRUE,TRUE,TRUE
"808","A00016282",2012,FALSE,FALSE,FALSE
"809","A00089208",2009,FALSE,FALSE,FALSE
"810","A00016285",2013,FALSE,FALSE,FALSE
"811","A00016287",2013,TRUE,TRUE,TRUE
"812","A00201875",2014,FALSE,FALSE,FALSE
"813","A00013181",2022,TRUE,TRUE,TRUE
"814","A00013182",2012,TRUE,TRUE,TRUE
"815","A00013183",2023,TRUE,TRUE,TRUE
"816","A00013186",2004,FALSE,FALSE,FALSE
"817","A00013187",2016,TRUE,TRUE,TRUE
"818","A00013193",2004,TRUE,TRUE,TRUE
"819","A00206118",2006,TRUE,TRUE,TRUE
"820","A00219699",2011,FALSE,FALSE,FALSE
"821","A00013200",2003,FALSE,FALSE,FALSE
"822","A00013206",2021,TRUE,TRUE,TRUE
"823","A00013210",2015,FALSE,FALSE,TRUE
"824","A00013212",2010,FALSE,TRUE,TRUE
"825","A00013216",2009,TRUE,TRUE,TRUE
"826","A00013223",2005,FALSE,FALSE,FALSE
"827","A00013383",2022,TRUE,TRUE,TRUE
"828","A00013393",2008,TRUE,TRUE,TRUE
"829","A00013395",2019,FALSE,FALSE,FALSE
"830","A00013397",2023,TRUE,TRUE,TRUE
"831","A00085794",2023,TRUE,TRUE,TRUE
"832","A00435648",2023,TRUE,TRUE,TRUE
"833","A00013402",2014,FALSE,FALSE,FALSE
"834","A00013412",2010,FALSE,FALSE,FALSE
"835","A00084847",2020,FALSE,FALSE,FALSE
"836","A00524147",2009,FALSE,TRUE,TRUE
"837","A00013414",2020,FALSE,FALSE,TRUE
"838","A00521741",2020,FALSE,FALSE,TRUE
"839","A00013420",2009,TRUE,TRUE,TRUE
"840","A00013426",2021,FALSE,FALSE,FALSE
"841","A00013427",2003,FALSE,FALSE,FALSE
"842","A00013430",2014,TRUE,TRUE,TRUE
"843","A00013431",2008,TRUE,TRUE,TRUE
"844","A00159580",2008,TRUE,TRUE,TRUE
"845","A00013433",2022,TRUE,TRUE,TRUE
"846","A00013595",2011,FALSE,TRUE,TRUE
"847","A00013597",2022,FALSE,FALSE,TRUE
"848","A00378456",2022,FALSE,FALSE,TRUE
"849","A00216736",2017,FALSE,FALSE,FALSE
"850","A00201794",2009,FALSE,FALSE,FALSE
"851","A00089211",2007,FALSE,FALSE,FALSE
"852","A00013608",2007,TRUE,TRUE,TRUE
"853","A00014445",2007,TRUE,TRUE,TRUE
"854","A00013609",2023,TRUE,TRUE,TRUE
"855","A00221194",2023,TRUE,TRUE,TRUE
"856","A00013611",2015,TRUE,TRUE,TRUE
"857","A00374555",2015,TRUE,TRUE,TRUE
"858","A00013613",2010,FALSE,FALSE,TRUE
"859","A00013614",2015,TRUE,TRUE,TRUE
"860","A00013615",2017,TRUE,TRUE,TRUE
"861","A00089213",2010,FALSE,FALSE,FALSE
"862","A00063143",2010,FALSE,FALSE,FALSE
"863","A00086300",2022,FALSE,TRUE,TRUE
"864","A00013631",2022,TRUE,TRUE,TRUE
"865","A00013633",2016,FALSE,TRUE,TRUE
"866","A00441028",2016,FALSE,TRUE,TRUE
"867","A00013634",2016,TRUE,TRUE,TRUE
"868","A00013635",2020,TRUE,TRUE,TRUE
"869","A00471230",2020,TRUE,TRUE,TRUE
"870","A00013636",2023,TRUE,TRUE,TRUE
"871","A00032455",2023,FALSE,TRUE,TRUE
"872","A00013804",2014,FALSE,TRUE,TRUE
"873","A00201878",2005,FALSE,FALSE,FALSE
"874","A00013810",2004,FALSE,TRUE,TRUE
"875","A00216881",2022,FALSE,FALSE,FALSE
"876","A00013825",2020,FALSE,TRUE,TRUE
"877","A00013826",2003,TRUE,TRUE,TRUE
"878","A00086538",2008,FALSE,FALSE,TRUE
"879","A00013832",2018,TRUE,TRUE,TRUE
"880","A00086823",2018,TRUE,TRUE,TRUE
"881","A00013833",2021,FALSE,FALSE,FALSE
"882","A00062131",2021,FALSE,FALSE,FALSE
"883","A00013835",2022,FALSE,FALSE,FALSE
"884","A00013836",2022,FALSE,TRUE,TRUE
"885","A00013839",2018,FALSE,FALSE,FALSE
"886","A00018338",2018,FALSE,FALSE,FALSE
"887","A00013841",2011,TRUE,TRUE,TRUE
"888","A00014010",2010,TRUE,TRUE,TRUE
"889","A00052344",2010,TRUE,TRUE,TRUE
"890","A00014011",2023,TRUE,TRUE,TRUE
"891","A00027677",2023,TRUE,TRUE,TRUE
"892","A00085517",2017,FALSE,TRUE,TRUE
"893","A00023660",2017,FALSE,TRUE,TRUE
"894","A00014012",2013,TRUE,TRUE,TRUE
"895","A00014018",2004,FALSE,FALSE,FALSE
"896","A00014029",2003,TRUE,TRUE,TRUE
"897","A00014032",2022,TRUE,TRUE,TRUE
"898","A00014033",2003,FALSE,FALSE,FALSE
"899","A00014035",2004,FALSE,FALSE,FALSE
"900","A00014037",2019,FALSE,TRUE,TRUE
"901","A00014039",2004,FALSE,FALSE,FALSE
"902","A00015541",2004,FALSE,FALSE,FALSE
"903","A00014041",2019,FALSE,FALSE,FALSE
"904","A00041336",2019,FALSE,FALSE,FALSE
"905","A00202039",2015,TRUE,TRUE,TRUE
"906","A00260974",2022,TRUE,TRUE,TRUE
"907","A00260976",2022,TRUE,TRUE,TRUE
"908","A00014048",2017,TRUE,TRUE,TRUE
"909","A00014051",2004,FALSE,FALSE,FALSE
"910","A00014053",2005,TRUE,TRUE,TRUE
"911","A00014055",2021,TRUE,TRUE,TRUE
"912","A00406524",2021,TRUE,TRUE,TRUE
"913","A00014056",2020,FALSE,TRUE,TRUE
"914","A00014058",2007,FALSE,FALSE,FALSE
"915","A00014059",2022,TRUE,TRUE,TRUE
"916","A00017310",2022,TRUE,TRUE,TRUE
"917","A00014217",2013,FALSE,FALSE,FALSE
"918","A00014222",2022,TRUE,TRUE,TRUE
"919","A00014223",2016,FALSE,FALSE,FALSE
"920","A00014225",2022,TRUE,TRUE,TRUE
"921","A00014228",2019,FALSE,FALSE,FALSE
"922","A00014230",2022,FALSE,FALSE,TRUE
"923","A00198218",2011,FALSE,FALSE,FALSE
"924","A00014235",2007,FALSE,FALSE,FALSE
"925","A00227877",2021,FALSE,FALSE,FALSE
"926","A00199024",2006,TRUE,TRUE,TRUE
"927","A00014244",2017,FALSE,FALSE,FALSE
"928","A00014245",2005,TRUE,TRUE,TRUE
"929","A00268895",2005,TRUE,TRUE,TRUE
"930","A00014246",2011,FALSE,TRUE,TRUE
"931","A00012498",2011,FALSE,TRUE,TRUE
"932","A00014247",2009,FALSE,FALSE,TRUE
"933","A00086634",2021,TRUE,TRUE,TRUE
"934","A00039354",2021,TRUE,TRUE,TRUE
"935","A00014251",2015,FALSE,FALSE,FALSE
"936","A00507288",2015,FALSE,FALSE,FALSE
"937","A00014255",2022,TRUE,TRUE,TRUE
"938","A00079678",2022,TRUE,TRUE,TRUE
"939","A00014257",2005,FALSE,FALSE,FALSE
"940","A00077461",2005,FALSE,FALSE,FALSE
"941","A00014261",2016,TRUE,TRUE,TRUE
"942","A00216742",2020,TRUE,TRUE,TRUE
"943","A00201880",2016,FALSE,FALSE,FALSE
"944","A00014418",2018,FALSE,FALSE,FALSE
"945","A00014421",2014,FALSE,TRUE,TRUE
"946","A00014425",2022,FALSE,TRUE,TRUE
"947","A00014427",2019,FALSE,FALSE,FALSE
"948","A00014428",2014,TRUE,TRUE,TRUE
"949","A00014433",2012,FALSE,FALSE,FALSE
"950","A00014434",2002,FALSE,FALSE,FALSE
"951","A00014440",2022,TRUE,TRUE,TRUE
"952","A00202042",2010,FALSE,FALSE,FALSE
"953","A00065329",2010,FALSE,FALSE,FALSE
"954","A00014443",2023,FALSE,TRUE,TRUE
"955","A00037181",2023,FALSE,TRUE,TRUE
"956","A00014444",2006,FALSE,FALSE,FALSE
"957","A00086950",2022,TRUE,TRUE,TRUE
"958","A00087519",2022,TRUE,TRUE,TRUE
"959","A00014450",2016,FALSE,FALSE,FALSE
"960","A00357229",2016,FALSE,FALSE,FALSE
"961","A00014459",2008,TRUE,TRUE,TRUE
"962","A00201796",2020,TRUE,TRUE,TRUE
"963","A00014461",2019,TRUE,TRUE,TRUE
"964","A00086789",2013,FALSE,TRUE,TRUE
"965","A00243302",2013,FALSE,TRUE,TRUE
"966","A00014465",2015,FALSE,TRUE,TRUE
"967","A00014621",2018,FALSE,FALSE,FALSE
"968","A00010693",2018,FALSE,FALSE,FALSE
"969","A00014622",2022,TRUE,TRUE,TRUE
"970","A00044177",2022,TRUE,TRUE,TRUE
"971","A00014623",2010,FALSE,FALSE,FALSE
"972","A00014624",2006,TRUE,TRUE,TRUE
"973","A00014630",2015,FALSE,TRUE,TRUE
"974","A00062701",2015,FALSE,TRUE,TRUE
"975","A00014632",2006,TRUE,TRUE,TRUE
"976","A00014634",2013,FALSE,FALSE,FALSE
"977","A00084662",2013,FALSE,FALSE,FALSE
"978","A00014642",2019,TRUE,TRUE,TRUE
"979","A00014645",2014,FALSE,TRUE,TRUE
"980","A00067520",2014,FALSE,TRUE,TRUE
"981","A00089219",2022,TRUE,TRUE,TRUE
"982","A00014646",2017,TRUE,TRUE,TRUE
"983","A00014647",2020,FALSE,TRUE,TRUE
"984","A00014649",2021,TRUE,TRUE,TRUE
"985","A00216882",2015,FALSE,FALSE,FALSE
"986","A00014653",2020,TRUE,TRUE,TRUE
"987","A00014655",2005,FALSE,TRUE,TRUE
"988","A00035730",2005,FALSE,TRUE,TRUE
"989","A00014665",2021,TRUE,TRUE,TRUE
"990","A00060015",2021,TRUE,TRUE,TRUE
"991","A00227797",2021,TRUE,TRUE,TRUE
"992","A00014835",2017,TRUE,TRUE,TRUE
"993","A00014836",2010,FALSE,TRUE,TRUE
"994","A00012930",2010,FALSE,TRUE,TRUE
"995","A00014838",2010,FALSE,FALSE,TRUE
"996","A00014841",2017,FALSE,TRUE,TRUE
"997","A00083051",2014,FALSE,FALSE,TRUE
"998","A00466286",2014,FALSE,FALSE,TRUE
"999","A00014845",2008,TRUE,TRUE,TRUE
"1000","A00014846",2002,FALSE,FALSE,FALSE
"1001","A00014848",2019,FALSE,FALSE,TRUE
"1002","A00014850",2015,TRUE,TRUE,TRUE
"1003","A00014851",2008,FALSE,FALSE,FALSE
"1004","A00216744",2003,FALSE,FALSE,FALSE
"1005","A00089222",2007,TRUE,TRUE,TRUE
"1006","A00125357",2007,TRUE,TRUE,TRUE
"1007","A00014857",2008,TRUE,TRUE,TRUE
"1008","A00014858",2005,TRUE,TRUE,TRUE
"1009","A00014859",2021,FALSE,FALSE,TRUE
"1010","A00205059",2010,FALSE,FALSE,FALSE
"1011","A00014862",2019,TRUE,TRUE,TRUE
"1012","A00014863",2023,FALSE,TRUE,TRUE
"1013","A00014865",2022,FALSE,TRUE,TRUE
"1014","A00012934",2022,FALSE,TRUE,TRUE
"1015","A00014877",2022,TRUE,TRUE,TRUE
"1016","A00014880",2020,TRUE,TRUE,TRUE
"1017","A00501635",2020,TRUE,TRUE,TRUE
"1018","A00015041",2011,FALSE,FALSE,TRUE
"1019","A00015042",2005,FALSE,FALSE,FALSE
"1020","A00230233",2006,TRUE,TRUE,TRUE
"1021","A00015052",2022,FALSE,TRUE,TRUE
"1022","A00129412",2022,FALSE,TRUE,TRUE
"1023","A00015054",2022,TRUE,TRUE,TRUE
"1024","A00015059",2002,FALSE,FALSE,FALSE
"1025","A00015061",2018,FALSE,FALSE,FALSE
"1026","A00015062",2009,TRUE,TRUE,TRUE
"1027","A00015064",2012,FALSE,FALSE,FALSE
"1028","A00015065",2008,FALSE,TRUE,TRUE
"1029","A00015068",2005,TRUE,TRUE,TRUE
"1030","A00015069",2018,FALSE,FALSE,TRUE
"1031","A00267348",2018,FALSE,FALSE,TRUE
"1032","A00015070",2020,TRUE,TRUE,TRUE
"1033","A00494122",2020,TRUE,TRUE,TRUE
"1034","A00015072",2022,TRUE,TRUE,TRUE
"1035","A00015073",2010,FALSE,TRUE,TRUE
"1036","A00015082",2015,TRUE,TRUE,TRUE
"1037","A00201271",2006,FALSE,FALSE,FALSE
"1038","A00015087",2016,FALSE,FALSE,FALSE
"1039","A00436969",2016,FALSE,FALSE,FALSE
"1040","A00015089",2005,FALSE,FALSE,FALSE
"1041","A00013178",2005,FALSE,FALSE,FALSE
"1042","A00216745",2014,FALSE,FALSE,FALSE
"1043","A00015247",2007,FALSE,TRUE,TRUE
"1044","A00015248",2017,FALSE,TRUE,TRUE
"1045","A00015249",2018,FALSE,FALSE,FALSE
"1046","A00015836",2018,FALSE,FALSE,FALSE
"1047","A00015253",2015,TRUE,TRUE,TRUE
"1048","A00015255",2012,TRUE,TRUE,TRUE
"1049","A00015259",2023,TRUE,TRUE,TRUE
"1050","A00070869",2023,TRUE,TRUE,TRUE
"1051","A00015260",2019,FALSE,FALSE,FALSE
"1052","A00065543",2019,FALSE,FALSE,FALSE
"1053","A00015262",2008,FALSE,FALSE,FALSE
"1054","A00094034",2008,FALSE,FALSE,FALSE
"1055","A00234307",2023,TRUE,TRUE,TRUE
"1056","A00204098",2023,TRUE,TRUE,TRUE
"1057","A00015273",2020,TRUE,TRUE,TRUE
"1058","A00067234",2020,TRUE,TRUE,TRUE
"1059","A00222805",2022,FALSE,FALSE,FALSE
"1060","A00216886",2009,FALSE,FALSE,FALSE
"1061","A00015278",2022,TRUE,TRUE,TRUE
"1062","A00015279",2015,TRUE,TRUE,TRUE
"1063","A00208275",2015,TRUE,TRUE,TRUE
"1064","A00015280",2015,TRUE,TRUE,TRUE
"1065","A00015285",2003,FALSE,FALSE,FALSE
"1066","A00015286",2019,TRUE,TRUE,TRUE
"1067","A00015288",2020,FALSE,FALSE,FALSE
"1068","A00015298",2019,FALSE,FALSE,TRUE
"1069","A00087635",2019,FALSE,FALSE,TRUE
